,day,flight,error
593,2021-01-09,VJ175.csv,Did not land.
594,2021-01-09,VJ6131.csv,Did not land.
595,2021-01-09,VN245.csv,Did not land.
596,2021-01-09,VN780.csv,Did not land.
597,2021-01-10,5X146.csv,Did not land.
598,2021-01-10,FX5194.csv,Did not land at TSN.
599,2021-01-10,VJ151.csv,Did not land at TSN.
600,2021-01-10,VN8050.csv,Did not land.
601,2021-01-11,VHPFL.csv,Did not land at TSN.
602,2021-01-12,CZ8175.csv,Did not land at TSN.
603,2021-01-12,VHPFL.csv,Did not land at TSN.
604,2021-01-13,CI783.csv,Did not land.
605,2021-01-13,KE351.csv,Did not land.
606,2021-01-13,QH1522.csv,Did not land.
607,2021-01-13,TR302.csv,Did not land.
608,2021-01-13,VHPFL.csv,Did not land at TSN.
609,2021-01-13,VJ167.csv,Did not land.
610,2021-01-13,VJ189.csv,Did not land.
611,2021-01-13,VJ221.csv,Did not land.
612,2021-01-13,VJ249.csv,Did not land.
613,2021-01-13,VN1401.csv,Did not land.
614,2021-01-13,VN1828.csv,Did not land.
615,2021-01-13,VN215.csv,Did not land.
616,2021-01-13,VN6043.csv,Did not land.
617,2021-01-13,VN8060.csv,Did not land.
618,2021-01-14,CZ8175.csv,Did not land at TSN.
619,2021-01-14,CZ8385.csv,Did not land at TSN.
620,2021-01-14,NH833.csv,Did not land.
621,2021-01-14,PR591.csv,Did not land.
622,2021-01-14,QH209.csv,Did not land.
623,2021-01-14,VJ127.csv,Did not land.
624,2021-01-14,VJ175.csv,Did not land.
625,2021-01-14,VJ6131.csv,Did not land.
626,2021-01-14,VN8082.csv,Did not land.
627,2021-01-15,NH833.csv,Did not land.
628,2021-01-15,VPCTV.csv,Did not land.
629,2021-01-16,3K555.csv,Did not land.
630,2021-01-16,CZ8175.csv,Did not land.
631,2021-01-16,FX5194.csv,Did not land at TSN.
632,2021-01-16,OZ395.csv,Did not land.
633,2021-01-16,PR591.csv,Did not land.
634,2021-01-16,QH209.csv,Did not land.
635,2021-01-16,RL9934.csv,Did not land.
636,2021-01-16,VJ127.csv,Did not land.
637,2021-01-16,VJ175.csv,Did not land.
638,2021-01-16,VJ6131.csv,Did not land.
639,2021-01-16,VN245.csv,Did not land.
640,2021-01-16,VN780.csv,Did not land.
641,2021-01-17,5X146.csv,Did not land.
642,2021-01-20,VN1383.csv,Did not land.
643,2021-01-21,ZF2074.csv,Did not land at TSN.
644,2021-01-22,CZ8175.csv,Did not land at TSN.
645,2021-01-23,CI783.csv,Did not land.
646,2021-01-23,QH241.csv,Did not land.
647,2021-01-23,TR302.csv,Did not land.
648,2021-01-23,VJ139.csv,Did not land.
649,2021-01-23,VJ189.csv,Did not land.
650,2021-01-23,VJ311.csv,Did not land.
651,2021-01-23,VN1265.csv,Did not land.
652,2021-01-23,VN1826.csv,Did not land.
653,2021-01-23,VN1832.csv,Did not land.
654,2021-01-23,VN215.csv,Did not land.
655,2021-01-23,VN263.csv,Did not land.
656,2021-01-23,VN6251.csv,Did not land.
657,2021-01-24,5X146.csv,Did not land.
658,2021-01-24,FX5194.csv,Did not land at TSN.
659,2021-01-24,OZ395.csv,Did not land.
660,2021-01-25,BL110.csv,Did not land at TSN.
661,2021-01-25,BL116.csv,Did not land at TSN.
662,2021-01-25,CZ8175.csv,Did not land.
663,2021-01-25,VJ199.csv,Did not land.
664,2021-01-26,CZ8175.csv,Did not land at TSN.
665,2021-01-26,VNA299.csv,Did not land at TSN.
666,2021-01-27,CZ8175.csv,Did not land at TSN.
667,2021-01-27,KE351.csv,Did not land.
668,2021-01-27,NH833.csv,Did not land.
669,2021-01-27,VN772.csv,Did not land at TSN.
670,2021-01-28,CZ8175.csv,Did not land at TSN.
671,2021-01-28,VN30.csv,Did not land.
672,2021-01-28,VNA299.csv,Did not land at TSN.
673,2021-01-29,NH833.csv,Did not land.
674,2021-01-30,OZ3951.csv,Did not land.
675,2021-01-30,TK6470.csv,Did not land.
676,2021-01-30,VPCTV.csv,Did not land.
677,2021-01-31,5X146.csv,Did not land at TSN.
678,2021-01-31,CI6651.csv,Did not land.
679,2021-01-31,FX5194.csv,Did not land at TSN.
680,2021-02-01,NH833.csv,Did not land.
681,2021-02-02,KE683.csv,Did not land.
682,2021-02-03,CZ8175.csv,Did not land at TSN.
683,2021-02-04,NH833.csv,Did not land.
684,2021-02-05,OZ7353.csv,Did not land.
685,2021-02-05,VPCVT.csv,Did not land.
686,2021-02-06,VJ365.csv,Did not land.
687,2021-02-07,5X146.csv,Did not land.
688,2021-02-07,AF258.csv,Did not land at TSN.
689,2021-02-07,CZ8175.csv,Did not land at TSN.
690,2021-02-07,FX5194.csv,Did not land at TSN.
691,2021-02-07,OZ395.csv,Did not land.
692,2021-02-08,VJ647.csv,Did not land at TSN.
693,2021-02-08,VN8002.csv,Did not land.
694,2021-02-09,NH833.csv,Did not land.
695,2021-02-10,5X146.csv,Did not land.
696,2021-02-10,CI783.csv,Did not land.
697,2021-02-10,CX799.csv,Did not land.
698,2021-02-10,QH1522.csv,Did not land.
699,2021-02-10,TR302.csv,Did not land.
700,2021-02-10,VJ167.csv,Did not land.
701,2021-02-10,VJ189.csv,Did not land.
702,2021-02-10,VJ221.csv,Did not land.
703,2021-02-10,VJ249.csv,Did not land.
704,2021-02-10,VJ271.csv,Did not land.
705,2021-02-10,VN1265.csv,Did not land.
706,2021-02-10,VN1401.csv,Did not land.
707,2021-02-10,VN1828.csv,Did not land at TSN.
708,2021-02-10,VN215.csv,Did not land.
709,2021-02-10,VN6261.csv,Did not land.
710,2021-02-10,VN6583.csv,Did not land.
711,2021-02-10,VN7407.csv,Did not land.
712,2021-02-10,VN7465.csv,Did not land.
713,2021-02-10,VN7997.csv,Did not land.
714,2021-02-10,VN8060.csv,Did not land.
715,2021-02-12,CV7324.csv,Did not land at TSN.
716,2021-02-12,CZ8175.csv,Did not land.
717,2021-02-12,EK392.csv,Did not land.
718,2021-02-12,QH1173.csv,Did not land.
719,2021-02-12,VJ209.csv,Did not land.
720,2021-02-12,VJ245.csv,Did not land.
721,2021-02-12,VN1417.csv,Did not land.
722,2021-02-12,VN6027.csv,Did not land.
723,2021-02-12,VN7467.csv,Did not land.
724,2021-02-13,CZ8175.csv,Did not land.
725,2021-02-13,LD561.csv,Did not land.
726,2021-02-13,VN7836.csv,Did not land at TSN.
727,2021-02-14,CZ8175.csv,Did not land.
728,2021-02-14,FX5194.csv,Did not land at TSN.
729,2021-02-14,QH209.csv,Did not land.
730,2021-02-14,VJ127.csv,Did not land.
731,2021-02-14,VJ175.csv,Did not land.
732,2021-02-14,VJ279.csv,Did not land.
733,2021-02-16,CX799.csv,Did not land.
734,2021-02-16,LD561.csv,Did not land at TSN.
735,2021-02-16,QH1187.csv,Did not land.
736,2021-02-16,QH1522.csv,Did not land.
737,2021-02-16,QH203.csv,Did not land.
738,2021-02-16,TR302.csv,Did not land.
739,2021-02-16,VJ163.csv,Did not land.
740,2021-02-16,VJ189.csv,Did not land.
741,2021-02-16,VJ207.csv,Did not land.
742,2021-02-16,VJ221.csv,Did not land.
743,2021-02-16,VJ235.csv,Did not land.
744,2021-02-16,VJ249.csv,Did not land.
745,2021-02-16,VJ271.csv,Did not land.
746,2021-02-16,VJ293.csv,Did not land.
747,2021-02-16,VJ371.csv,Did not land.
748,2021-02-16,VJ385.csv,Did not land.
749,2021-02-16,VJ627.csv,Did not land.
750,2021-02-16,VJ633.csv,Did not land.
751,2021-02-16,VJ637.csv,Did not land.
752,2021-02-16,VJ643.csv,Did not land.
753,2021-02-16,VN1265.csv,Did not land.
754,2021-02-16,VN1401.csv,Did not land.
755,2021-02-16,VN263.csv,Did not land.
756,2021-02-16,VN6433.csv,Did not land.
757,2021-02-16,VN6583.csv,Did not land.
758,2021-02-16,VN7007.csv,Did not land.
759,2021-02-16,VN7131.csv,Did not land.
760,2021-02-16,VN7253.csv,Did not land.
761,2021-02-16,VN7261.csv,Did not land.
762,2021-02-16,VN7425.csv,Did not land.
763,2021-02-16,VN8050.csv,Did not land.
764,2021-02-16,VN8060.csv,Did not land.
765,2021-02-17,LD561.csv,Did not land.
766,2021-02-17,QH1563.csv,Did not land.
767,2021-02-17,VJ105.csv,Did not land.
768,2021-02-17,VN1822.csv,Did not land.
769,2021-02-19,VN7989.csv,Did not land.
770,2021-02-21,5X146.csv,Did not land.
771,2021-02-21,CZ8175.csv,Did not land at TSN.
772,2021-02-21,FX5194.csv,Did not land at TSN.
773,2021-02-23,CZ8175.csv,Did not land at TSN.
774,2021-02-25,CZ8035.csv,Did not land.
775,2021-02-25,CZ8175.csv,Did not land.
776,2021-02-28,5X146.csv,Did not land.
777,2021-02-28,FX5194.csv,Did not land at TSN.
778,2021-03-04,CZ8175.csv,Did not land at TSN.
779,2021-03-04,RH328.csv,Did not land at TSN.
780,2021-03-05,CZ8175.csv,Did not land at TSN.
781,2021-03-05,VJ241.csv,Did not land.
782,2021-03-05,VN1886.csv,Did not land.
783,2021-03-05,VN8054.csv,Did not land.
784,2021-03-06,CZ8175.csv,Did not land at TSN.
785,2021-03-07,5X146.csv,Did not land.
786,2021-03-07,FX5194.csv,Did not land.
787,2021-03-07,QV1.csv,Did not land at TSN.
788,2021-03-07,TK6470.csv,Did not land.
789,2021-03-08,QH1175.csv,Did not land.
790,2021-03-08,QH207.csv,Did not land.
791,2021-03-08,VJ121.csv,Did not land.
792,2021-03-08,VJ137.csv,Did not land.
793,2021-03-08,VJ141.csv,Did not land at TSN.
794,2021-03-08,VJ161.csv,Did not land.
795,2021-03-08,VJ277.csv,Did not land.
796,2021-03-08,VJ309.csv,Did not land.
797,2021-03-08,VJ373.csv,Did not land.
798,2021-03-08,VN1181.csv,Did not land.
799,2021-03-08,VN1261.csv,Did not land.
800,2021-03-08,VN211.csv,Did not land.
801,2021-03-08,VN257.csv,Did not land.
802,2021-03-08,VN8058.csv,Did not land.
803,2021-03-08,VN8062.csv,Did not land.
804,2021-03-09,CZ8175.csv,Did not land at TSN.
805,2021-03-09,VJ175.csv,Did not land.
806,2021-03-09,VN405.csv,Did not land.
807,2021-03-09,VU751.csv,Did not land.
808,2021-03-10,CZ8175.csv,Did not land at TSN.
809,2021-03-10,VJ241.csv,Did not land.
810,2021-03-10,VJ322.csv,Did not land.
811,2021-03-10,VJ389.csv,Did not land.
812,2021-03-10,VN6431.csv,Did not land.
813,2021-03-10,VU673.csv,Did not land.
814,2021-03-11,CZ8175.csv,Did not land at TSN.
815,2021-03-12,QH1155.csv,Did not land.
816,2021-03-12,QH1173.csv,Did not land.
817,2021-03-12,QH207.csv,Did not land.
818,2021-03-12,QH215.csv,Did not land.
819,2021-03-12,VJ167.csv,Did not land.
820,2021-03-12,VJ221.csv,Did not land.
821,2021-03-12,VJ243.csv,Did not land.
822,2021-03-12,VJ245.csv,Did not land.
823,2021-03-12,VJ249.csv,Did not land.
824,2021-03-12,VJ2849.csv,Did not land at TSN.
825,2021-03-12,VJ377.csv,Did not land.
826,2021-03-12,VJ8519.csv,Did not land at TSN.
827,2021-03-12,VN127.csv,Did not land.
828,2021-03-12,VN1375.csv,Did not land.
829,2021-03-12,VN1383.csv,Did not land.
830,2021-03-12,VN211.csv,Did not land.
831,2021-03-12,VN213.csv,Did not land.
832,2021-03-12,VN275.csv,Did not land.
833,2021-03-12,VN6015.csv,Did not land.
834,2021-03-12,VN6283.csv,Did not land.
835,2021-03-12,VN7249.csv,Did not land.
836,2021-03-12,VN8072.csv,Did not land.
837,2021-03-12,VN8092.csv,Did not land.
838,2021-03-12,VZ3970.csv,Did not land.
839,2021-03-12,VZ3974.csv,Did not land.
840,2021-03-12,ZH8011.csv,Did not land.
841,2021-03-14,5X146.csv,Did not land.
842,2021-03-14,AF258.csv,Did not land.
843,2021-03-14,CZ8175.csv,Did not land at TSN.
844,2021-03-14,FX5194.csv,Did not land at TSN.
845,2021-03-15,VN1261.csv,Did not land.
846,2021-03-18,VN595.csv,Did not land.
847,2021-03-21,5X146.csv,Did not land.
848,2021-03-21,FX5194.csv,Did not land at TSN.
849,2021-03-21,QH1321.csv,Did not land.
850,2021-03-21,VJ605.csv,Did not land.
851,2021-03-23,VJ377.csv,Did not land.
852,2021-03-24,AK524.csv,Did not land.
853,2021-03-24,RH319.csv,Did not land at TSN.
854,2021-03-25,VN5571.csv,Did not land.
855,2021-03-26,VN301.csv,Did not land.
856,2021-03-28,5X146.csv,Did not land.
857,2021-03-28,FX5194.csv,Did not land at TSN.
858,2021-03-29,VJ135.csv,Did not land.
859,2021-03-29,VN5563.csv,Did not land.
860,2021-04-01,BR391.csv,Did not land.
861,2021-04-01,BR395.csv,Did not land.
862,2021-04-01,CI781.csv,Did not land.
863,2021-04-01,QH151.csv,Did not land.
864,2021-04-01,QH203.csv,Did not land.
865,2021-04-01,VJ129.csv,Did not land.
866,2021-04-01,VJ153.csv,Did not land at TSN.
867,2021-04-01,VJ273.csv,Did not land.
868,2021-04-01,VJ371.csv,Did not land.
869,2021-04-01,VJ647.csv,Did not land.
870,2021-04-01,VN243.csv,Did not land.
871,2021-04-01,VN6009.csv,Did not land.
872,2021-04-01,VN6510.csv,Did not land.
873,2021-04-02,VJ151.csv,Did not land at TSN.
874,2021-04-02,VJ179.csv,Did not land at TSN.
875,2021-04-02,VJ215.csv,Did not land at TSN.
876,2021-04-02,VN6023.csv,Did not land at TSN.
877,2021-04-02,VN6057.csv,Did not land at TSN.
878,2021-04-02,VN6221.csv,Did not land at TSN.
879,2021-04-03,FX5194.csv,Did not land at TSN.
880,2021-04-04,5X146.csv,Did not land.
881,2021-04-04,VN10.csv,Did not land.
882,2021-04-05,VJ135.csv,Did not land.
883,2021-04-09,LD561.csv,Did not land at TSN.
884,2021-04-09,VN8062.csv,Did not land.
885,2021-04-10,FX5194.csv,Did not land at TSN.
886,2021-04-10,VJ367.csv,Did not land.
887,2021-04-10,VN1894.csv,Did not land.
888,2021-04-11,5X146.csv,Did not land.
889,2021-04-12,QH9451.csv,Did not land at TSN.
890,2021-04-13,QH1155.csv,Did not land.
891,2021-04-13,QH245.csv,Did not land.
892,2021-04-13,TW1121.csv,Did not land.
893,2021-04-13,VJ643.csv,Did not land.
894,2021-04-13,VN7373.csv,Did not land.
895,2021-04-13,VU787.csv,Did not land.
896,2021-04-14,CX799.csv,Did not land.
897,2021-04-14,QH1042.csv,Did not land.
898,2021-04-14,QH1173.csv,Did not land.
899,2021-04-14,QH1547.csv,Did not land.
900,2021-04-14,VJ167.csv,Did not land.
901,2021-04-14,VJ189.csv,Did not land.
902,2021-04-14,VJ221.csv,Did not land.
903,2021-04-14,VJ271.csv,Did not land.
904,2021-04-14,VJ275.csv,Did not land.
905,2021-04-14,VJ377.csv,Did not land.
906,2021-04-14,VJ391.csv,Did not land.
907,2021-04-14,VN1265.csv,Did not land.
908,2021-04-14,VN1287.csv,Did not land.
909,2021-04-14,VN129.csv,Did not land.
910,2021-04-14,VN131.csv,Did not land.
911,2021-04-14,VN133.csv,Did not land.
912,2021-04-14,VN1417.csv,Did not land.
913,2021-04-14,VN1884.csv,Did not land.
914,2021-04-14,VN215.csv,Did not land.
915,2021-04-14,VN269.csv,Did not land.
916,2021-04-14,VN6015.csv,Did not land.
917,2021-04-14,VN6241.csv,Did not land.
918,2021-04-14,VN6516.csv,Did not land.
919,2021-04-14,VN7211.csv,Did not land at TSN.
920,2021-04-14,VN7273.csv,Did not land.
921,2021-04-14,VN8068.csv,Did not land.
922,2021-04-15,VJ155.csv,Did not land.
923,2021-04-16,LD561.csv,Did not land at TSN.
924,2021-04-16,VJ159.csv,Did not land at TSN.
925,2021-04-17,FX5194.csv,Did not land at TSN.
926,2021-04-18,5X146.csv,Did not land.
927,2021-04-18,VJ135.csv,Did not land at TSN.
928,2021-04-18,VJ159.csv,Did not land at TSN.
929,2021-04-20,VJ159.csv,Did not land at TSN.
930,2021-04-20,VJ2723.csv,Did not land.
931,2021-04-20,VJ7837.csv,Did not land.
932,2021-04-20,VN7255.csv,Did not land at TSN.
933,2021-04-22,MH766.csv,Did not land.
934,2021-04-22,QH241.csv,Did not land.
935,2021-04-22,VJ332.csv,Did not land.
936,2021-04-22,VN131.csv,Did not land.
937,2021-04-22,VN1828.csv,Did not land.
938,2021-04-22,VN1882.csv,Did not land.
939,2021-04-22,VN6516.csv,Did not land.
940,2021-04-22,VN8060.csv,Did not land.
941,2021-04-23,LD561.csv,Did not land at TSN.
942,2021-04-23,VJ261.csv,Did not land.
943,2021-04-24,VJ135.csv,Did not land.
944,2021-04-24,VJ2723.csv,Did not land.
945,2021-04-24,VJ7837.csv,Did not land.
946,2021-04-24,VN1.csv,Did not land at TSN.
947,2021-04-25,5X146.csv,Did not land.
948,2021-04-25,FX5194.csv,Did not land at TSN.
949,2021-04-25,QH281.csv,Did not land at TSN.
950,2021-04-25,QH9453.csv,Did not land at TSN.
951,2021-04-25,VN7255.csv,Did not land at TSN.
952,2021-04-26,KE681.csv,Did not land.
953,2021-04-26,VJ141.csv,Did not land at TSN.
954,2021-04-26,VJ147.csv,Did not land at TSN.
